id,name,kana,area,category,lat,lng,zoom,url,description,image,image2,image3,image4,image5,image6,image7,image8,image9,image10,電話番号,住所,アクセス,営業時間,定休日,料金,決済方法,駐車場,駐車場：大型バスの駐車,ウェブサイト,駐車場：台数,関連資料,駐車場：備考,備考,オンライン予約,メールアドレス
1310,プレーパーク大飯,ぷれーぱーくおおい,"若狭路,おおい町",バリアフリー,35.4835376,135.6101705,14,https://www.fuku-e.com/spot/detail_1310.html,体育館をはじめ、格技場や多目的グラウンド、野球場、球技場など様々なスポーツに対応している総合運動公園です。各種の舞台練習や発表の場として利用できる悠久館や郷土史料館・図書館もあります。,https://www.fuku-e.com/lsc/upfile/spot/0000/1310/1310_1_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1310/1310_2_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1310/1310_3_l.jpg,,,,,,,,おおい町総合運動公園 0770-77-2810,福井県おおい町成和2-1-1,JR若狭本郷駅から徒歩5分/舞鶴若狭自動車道小浜西ICから7分、大飯高浜ICから15分,9:00～22:00,月曜日(祝日の場合はその翌日)、年末年始,各施設毎の利用料金の定め有り,,あり,,http://www.wakasa-ohi.co.jp/,約485,,,,,
1311,ＹＯＮＥＴＳＵ-ＫＡＮささおか,よねつかんささおか,"あわら・坂井・福井市,あわら市",バリアフリー,36.207506,136.266555,16,https://www.fuku-e.com/spot/detail_1311.html,【お知らせ】【休館期間】2025/4/1（火）～6/30（月）施設改修工事のため、休館させていただきます。長期の休館となりご利用のお客様には大変なご不便をお掛けいたしますが、何卒ご理解くださいますようお願い申し上げます。YONETSU-KANささおか(余熱館)は、…,https://www.fuku-e.com/lsc/upfile/spot/0000/1311/1311_1_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1311/1311_3_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1311/1311_4_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1311/1311_5_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1311/1311_6_l.jpg,,,,,,ＹＯＮＥＴＳＵ-ＫＡＮささおか 0776-74-2221,福井県あわら市笹岡32-88-2,JR芦原温泉駅から車で10分/北陸自動車道金津ICから車で10分,"浴場/10:00～23:00、プール/10:00～22:00
定休日
毎月第3月曜日（祝日の場合は翌日に振替）
※毎年4月中旬に2週間程度のメンテナンス休業がございます。
※その他　ＨＰ参照","毎月第3月曜日（祝日の場合は翌日に振替）
※毎年4月中旬に2週間程度のメンテナンス休業がございます。
※その他　ＨＰ参照",高校生以上500円、小中学生200円、3歳以上小学生未満100円、高齢者450円,,あり,,http://www.yonetsukan-sasaoka.jp/,200,,,,,
1312,レインボーパーク南条,れいんぼーぱーくなんじょう,"丹南,南越前町",自然・公園,35.831987,136.198953,16,https://www.fuku-e.com/spot/detail_1312.html,日野川沿いの河川敷を遊びのゾーンにしたのが、レインボーパーク南条です。本格的な大会もできるほどの”マレットゴルフ場”(全36ホール)や初心者の人も楽しめる”ローラースケート場”。また、いろんなスポーツイベン…,https://www.fuku-e.com/lsc/upfile/spot/0000/1312/1312_1_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1312/1312_2_l.jpg,,,,,,,,,"0778-47-3711
0778-47-8008
（ウォーターランド南条 
南越前町公共施設管理公社 ）",福井県南越前町牧谷37-6-2,ハピラインふくい南条駅から徒歩10分/北陸自動車道今庄ICから車で15分/(福井方面から)北陸自動車道南条SAスマートICからすぐ,,,,,,,,,,,,,
1315,越前陶芸村,えちぜんとうげいむら,"丹南,越前町","自然・公園,花,桜,紅葉,伝統工芸,歴史・文化・史跡,動植物園・水族館・テーマパーク,お土産店・商業施設",35.9334369,136.0597499,16,https://www.fuku-e.com/spot/detail_1315.html,広大な陶芸公園の各所に桜が植えられているため、見ごろの時期には公園内どこでも桜を眺めながら散策できる。4月中旬には「越前陶芸村しだれ桜まつり」、5月下旬には「越前陶芸まつり」などイベントも多く開催される。★越前陶芸村で開催しているイベントはこ…,https://www.fuku-e.com/lsc/upfile/spot/0000/1315/1315_10_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1315/1315_7_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1315/1315_2_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1315/1315_1_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1315/1315_8_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1315/1315_9_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1315/1315_3_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1315/1315_4_l.jpg,,,"福井県陶芸館　0778-32-2174
",福井県越前町小曽原120-61,"ハピラインふくい武生駅から織田行き福鉄バス　陶芸村口下車、徒歩10分
北陸自動車道武生ＩＣから国道8号線、365号線経由約30分",入園自由,"無休
※問い合わせ先の福井県陶芸館は月曜休館",無料,,,,"http://www.tougeikan.jp/,https://www.fuku-e.com/fukutabi/detail_128.html",,,,,,
1317,北潟湖畔公園・サイクリングパーク,きたがたこはんこうえん・さいくりんぐぱーく,"あわら・坂井・福井市,あわら市","自然・公園,山・川・湖",36.25944654117686,136.22788292858885,16,https://www.fuku-e.com/spot/detail_1317.html,「人と自然の共生」をテーマに、北潟湖の自然を生かした公園。高台には四季折々の植物を鑑賞できるグラスハウス、湖畔にはサイクリングロードやボート乗り場があり、自転車やボートの貸出をしています。北潟湖畔の周りをゆっくり自転車で一周したり、北潟湖…,https://www.fuku-e.com/lsc/upfile/spot/0000/1317/1317_3_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1317/1317_4_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1317/1317_5_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1317/1317_1_l.jpg,,,,,,,北潟湖畔サイクリングパーク管理棟 0776-79-0008（あわら市建設課　0776-73-8031）,福井県あわら市北潟153-137,"北陸自動車道金津ICから車で10分
","9:00～16:00（17:00までに返却）
※11月20日～3月19日は冬季休業します。",,"おもしろ自転車（16台）30分 300円
サイクリング自転車（50台)1時間 300円 
バッテリーカー（3台）1回 100円


足こぎボート（3人乗）	700円　30分
足こぎボート（6人乗）	1000円　30分",,あり,,http://www.city.awara.lg.jp/annai/7200/kankoshisetsu/p000474.html,200,,,,,
1318,国立若狭湾青少年自然の家,こくりつわかさわんせいしょうねんしぜんのいえ,"若狭路,小浜市",,35.56085881679322,135.81427574157715,16,https://www.fuku-e.com/spot/detail_1318.html,周りが海、山といった大自然に囲まれた環境で、シーカヤックやカヌー、ハイキング、グリーンウォッチングなど様々な体験を通して、豊かな心を育んでいただきたい。,https://www.fuku-e.com/lsc/upfile/spot/0000/1318/1318_1_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1318/1318_2_l.jpg,,,,,,,,,国立若狭湾青少年自然の家 0770-54-3100,福井県小浜市田烏大浜,"JR小浜駅から車で約30分
舞鶴若狭自動車道若狭上中ＩＣから約20分",8:30～17:15,年末年始、施設設備整備の日,,,あり,,http://wakasawan.niye.go.jp/,,,,,,
1319,芝政ワールド,しばまさわーるど,"あわら・坂井・福井市,坂井市","恐竜,動植物園・水族館・テーマパーク",36.2497321,136.1707262,16,https://www.fuku-e.com/spot/detail_1319.html,日本海を見下ろす56万㎡の大規模レジャーランド「芝政ワールド」。2024年に誕生した体験型恐竜エリア「恐竜の森」では、ディノエネルギー集めや化石タッチ、巨大模型探索などが楽しめます。全天候対応の３階建て屋内遊園地「キッズパラダイス」は、迷路やお…,https://www.fuku-e.com/lsc/upfile/spot/0000/1319/1319_1_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1319/1319_3_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1319/1319_4_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1319/1319_5_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1319/1319_6_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1319/1319_7_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1319/1319_8_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1319/1319_9_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1319/1319_10_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1319/1319_2_l.jpg,0776-81-2110（芝政ワールド）,福井県坂井市三国町浜地45-1,"北陸自動車道：金津ICから約２０分
北陸新幹線：芦原温泉駅から車で約２０分","１０:００～１７：００
※季節によって異なります","３～１１月は無休
１２月～２月は平日休","【おとな：中学生以上】
【こども：3歳から小学生まで】
【シニア：65歳以上】
※3歳未満は無料（0、1、2歳のお子様）
入場料（プール・アトラクション料金別途必要）
おとな：１，５００円
こども・シニア：１，０００円

2025年7月19日～8月31日はパスポートのみの販売となります
※パスポートとは、スーパーパスポート・2デイパスポート・スターライトパスの総称です。
●スーパーパスポート（入場料込みでプール・アトラクションが何度でも遊べます）
おとな：4,300円
こども・シニア：3,100円
●2デイパスポート（連続した2日間に限り、スーパーパスポートを安価でご利用できます）
おとな：6,900円
障害者手帳または療育手帳をお持ちの方 おとな：3,200円
こども・シニア：4,700円
障害者手帳または療育手帳をお持ちの方 こども・シニア：2,300円
●スターライトパス（17:00以降の入場となります）
おとな：2,900円
障害者手帳または療育手帳をお持ちの方 おとな：3,200円
こども・シニア：2,100円
障害者手帳または療育手帳をお持ちの方 こども・シニア：1,700円",,あり,２００台,"http://www.shibamasa.com/,https://www.fuku-e.com/fukutabi/detail_107.html,https://www.fuku-e.com/fukutabi/detail_440.html","５,０００台",,,,http://www.shibamasa.com/price.php,mailto:info@shibamasa.com
1321,福井県総合グリーンセンター,ふくいけんそうごうぐりーんせんたー,"あわら・坂井・福井市,坂井市","自然・公園,花",36.10601725701334,136.30547015663163,15,https://www.fuku-e.com/spot/detail_1321.html,都市緑化植物園とグリーンパークからできています。グリーンパークには、水上ステージと芝生のふれあい広場、ミニボート池、遊具などがあり、伸び伸びと開放的な環境で子供が遊ぶことができ、地元の家族連れにも人気のスポットです。都市緑化植物園や周辺で…,https://www.fuku-e.com/lsc/upfile/spot/0000/1321/1321_3_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1321/1321_8_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1321/1321_1_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1321/1321_7_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1321/1321_9_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1321/1321_6_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1321/1321_5_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1321/1321_10_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1321/1321_4_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1321/1321_2_l.jpg,0776-67-0002,福井県坂井市丸岡町楽間15,JR福井駅から福井大学病院行き京福バス「グリーンセンター」下車/北陸自動車道福井北ICから車で10分,9:00~16:30,毎週月曜日(ただし月曜日が祝祭日の場合は次の平日)、年末年始(12/28～1/4),無料,,あり,9,,94,,障者用3台,,,mailto:green-c@pref.fukui.lg.jp
1323,オーシャンリゾートホテル＆スパ　うみんぴあ,オーシャンリゾートホテルアンドスパウミンピア,"若狭路,おおい町","バリアフリー,Wi-Fiが使える,クレジットカードOK",35.4815826,135.6317081,16,https://www.fuku-e.com/spot/detail_1323.html,小浜湾を目前にしたロケーションが魅力の観光リゾート施設『オーシャンリゾートホテル＆スパ　Uminpia』。全室オーシャンビューの客室でご家族そろって、心やすらぐひとときを楽しみませんか。また、ホテルに隣接するスパは宿泊のお客様は無料でご利用可能で…,https://www.fuku-e.com/lsc/upfile/spot/0000/1323/1323_1_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1323/1323_2_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1323/1323_3_l.jpg,,,,,,,,0770-77-3700（オーシャンリゾートホテル＆スパ　うみんぴあ SPAゾーン専用ダイヤル　0770-77-3710）,福井県おおい町成海1-8,JR若狭本郷駅から車で約5分、徒歩20分/舞鶴若狭自動車道小浜西ICから5分、大飯高浜ICから15分,"宿泊者　チェックイン:15:00～　チェックアウト:～10:00
　　　　スパ6:00～9:00　11:00～22:00
一般　　スパ11:00～22:00",年に2回のメンテナンス休館日あり,"宿泊　8700円～
スパ　大人800円　小人350円　バスタオル210円　フェイスタオル110円
障がい者手帳提示で割引　
大人800円→550円　小人350円→300円",VISA・Master・JCB・NICOS・UC・DC・AMEX,あり,,https://www.hotel-uminpia.jp/?viewmode=pc,100,,"駐車場無料
",,https://reserve.489ban.net/client/hotel-uminpia/0/plan?_gl=1*1ntvmsp*_ga*MTI3OTE1NDI0LjE3MjEyMDAxNTY.*_ga_69QB0MP05Q*MTcyMTIwMDE1Ni4xLjAuMTcyMTIwMDE1Ni42MC4wLjA.,
1328,結びのチャイム(西山公園),むすびのちゃいむにしやまこうえん,"丹南,鯖江市",自然・公園,35.949982,136.183105,16,https://www.fuku-e.com/spot/detail_1328.html,西山公園の中腹にある「結びの広場」には、愛の音色を奏でる「結びのチャイム」があります。四角すいのモニュメントにウィンドチャイムが吊るされており、愛のピースに同封されているメダルを、チャイムに投入すれば神秘的な音色が響き、心を癒してくれます…,https://www.fuku-e.com/lsc/upfile/spot/0000/1328/1328_1_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1328/1328_2_l.jpg,,,,,,,,,0778-51-1001（鯖江市公園管理事務所）,福井県鯖江市桜町3丁目,福井鉄道西山公園駅から徒歩約3分/ハピライン鯖江駅から徒歩約20分/北陸自動車道鯖江ICから車で約5分,入園自由,年中無休,無料,,あり,,https://www.city.sabae.fukui.jp/kanko/feature/powerspot/musubi.html,30,,,,,
1330,レインボーライン山頂公園～三方五湖に浮かぶ天空のテラス～,れいんぼーらいんさんちょうこうえん,"若狭路,美浜町,若狭町","自然・公園,山・川・湖,お土産店・商業施設",35.60277,135.872599,14,https://www.fuku-e.com/spot/detail_1330.html,美浜・若狭町にかけてひろがる、11.24㎞の道路です。第一駐車場からリフト・ケーブルカーで上った先にある山頂公園は、名勝三方五湖・若狭湾が一望できる360°パノラマビュー！足湯やソファーテラスなどの5つのテラスからの眺望は、まさに絶景！お好…,https://www.fuku-e.com/lsc/upfile/spot/0000/1330/1330_8_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1330/1330_6_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1330/1330_7_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1330/1330_1_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1330/1330_10_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1330/1330_2_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1330/1330_3_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1330/1330_4_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1330/1330_5_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1330/1330_9_l.jpg,0770-47-1170（株式会社レインボーライン）,福井県美浜町(美浜町･若狭町),舞鶴若狭自動車道三方ICより車で約15分,"【県道三方五湖レインボーライン線通行可能時間】8:00～18:00（※自転車・徒歩は通行禁止）
【山頂公園営業時間】
2025年3/1～11/30 9:00～17:00、12/1～2/28 9:00～16:30
今後の営業時間も、その都度HPで発表","2025年12月31日（水）～2026年1月2日（金）
2026年2月2日（月）～2026年2月6日（金）","駐車場料金（第１駐車場・第２駐車場）
普通車　800円
マイクロバス　1,500円
大型バス　2,000円
大型貨物車　2,000円
二輪自動車　500円
山頂公園入園料(リフト・ケーブル料金含む)
大人(中学生以上)1,000円
小人(小学生)500円",,あり,,"http://www.mikatagoko.com/,https://www.fuku-e.com/fukutabi/detail_58.html,https://www.fuku-e.com/feature/detail_336.html",200,,,,,
1331,若狭たかはま　エルどらんど,わかさたかはまえるどらんど,"若狭路,高浜町",バリアフリー,35.489943,135.589334,16,https://www.fuku-e.com/spot/detail_1331.html,2020年11月12日より施設内の「トロピカルワンダー」がリニューアルオープン！子どもから大人まで楽しめる熱帯雨林を再現した全天候型のジャングルの中でスリル満点の「空中アスレチック」など、様々なアクティビティをお楽しみいただけます。,https://www.fuku-e.com/lsc/upfile/spot/0000/1331/1331_1_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1331/1331_2_l.jpg,,,,,,,,,若狭たかはまエルどらんど 0770-72-5890,福井県高浜町青戸4-1,JR若狭和田駅から徒歩8分/舞鶴若狭自動車道大飯高浜ICから車で10分,9:30-17:00,年末年始(12/29～1/3),,,あり,10,"https://www.kepco.co.jp/corporate/profile/community/pr/eldoland/,https://www.fuku-e.com/fukutabi/detail_150.html",200,,,,,
1332,若狭町観光船レイククルーズ,わかさちょうかんこうせんれいくくるーず,"若狭路,若狭町",自然・公園,35.587314,135.864502,20,https://www.fuku-e.com/spot/detail_1332.html,水月湖と菅湖をめぐる、約40分間のクルージングを楽しむ遊覧船。バードウォッチングなど楽しみ方もいろいろ。,https://www.fuku-e.com/lsc/upfile/spot/0000/1332/1332_1_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1332/1332_2_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1332/1332_3_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1332/1332_4_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1332/1332_5_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1332/1332_6_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1332/1332_7_l.jpg,,,,若狭町観光船レイククルーズ 0770-47-1127,福井県若狭町海山68-20,JR三方駅からバスで約20分/舞鶴若狭自動車道三方五湖スマートICから車で約15分,"運行: 10:00　11:00　13:00　14:00（12:00,15:00は団体予約のある時のみ出航）",,"大人1,800円
小学生以下900円
",,あり,,https://www.wakasa-lakecruise.com/,,,,最少運行大人2名以上,,
1333,阿納海水浴場,あのかいすいよくじょう,"若狭路,小浜市",海水浴,35.53469415707453,135.78587482936098,16,https://www.fuku-e.com/spot/detail_1333.html,水がきれいで、お子様連れも安心して海水浴が楽しめます。民宿も海水浴場に接しており、お泊り客にうってつけです。,https://www.fuku-e.com/lsc/upfile/spot/0000/1333/1333_2_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1333/1333_1_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1333/1333_3_l.jpg,,,,,,,,阿納観光協会 0770-54-3450,福井県小浜市阿納,JR小浜駅から車で15分/北陸自動車道敦賀ICから車で60分/舞鶴若狭自動車道小浜ICから車で約20分,,,,,あり,,,約100,,有料,,,
1334,鮎川海水浴場,あゆかわかいすいよくじょう,"あわら・坂井・福井市,福井市","自然・公園,海水浴",36.092119,136.031126,16,https://www.fuku-e.com/spot/detail_1334.html,日本海屈指の透明度を誇る海水浴場。近くには多くの民宿や旅館があり、夏には浜茶屋やカラフルなパラソルが姿を見せます。マリンスポーツ、キャンプ、釣り、ドライブも楽しめ、自然と触れ合うにはもってこいのところです。,https://www.fuku-e.com/lsc/upfile/spot/0000/1334/1334_2_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1334/1334_1_l.jpg,,,,,,,,,0776-88-2347（鮎川観光協会）,福井県福井市鮎川町,JR福井駅前から鮎川線バス45分/北陸自動車道福井北ICから車で60分,見学自由,無,無料,,あり,,"https://fuku-iro.jp/feature/20,https://fuku-iro.jp/feature/22,https://fuku-iro.jp/feature/4",,,海水浴シーズンは、清掃協力金の負担あり,,,
1335,五幡海水浴場,いつはたかいすいよくじょう,"若狭路,敦賀市",海水浴,35.709506,136.090555,16,https://www.fuku-e.com/spot/detail_1335.html,水の透明度の高い遠浅の海水浴場です。車で浜辺まで入ることができますので、他のビーチとちょっと違ったアプローチを楽しめるのが魅力。泳いだ後には湾岸ドライブを堪能しても。,https://www.fuku-e.com/lsc/upfile/spot/0000/1335/1335_5_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1335/1335_6_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1335/1335_7_l.jpg,,,,,,,,"敦賀観光案内所
0770-21-8686
(株)港都つるが観光協会
0770-22-8167",福井県敦賀市五幡,JR敦賀駅からコミュニティバス「東浦線」で「五幡」下車/北陸自動車道敦賀ICから車で約20分,"2025年7月19日(土)～
土・日・祝・盆のみ営業
※平日はお入りいただけません。",,"＜駐車料金＞平日:1,000円、土日祝盆:1,500円",,あり,,https://tsuruga-kanko.jp/spot/nature/itsuhata-ageno-beach/,200,,,,,
1336,犬熊海水浴場,いのくまかいすいよくじょう,"若狭路,小浜市",海水浴,35.531282,135.788441,16,https://www.fuku-e.com/spot/detail_1336.html,広々とした浜を埋めつくす砂質の良さは、海水浴場の多い小浜の中でも犬熊が随一です。岩場も美しく、釣りにも最適で、旅情をかきたてる浜辺です。目の前にふぐの養殖場が広がる珍しい海水浴場です。,https://www.fuku-e.com/lsc/upfile/spot/0000/1336/1336_1_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1336/1336_2_l.jpg,,,,,,,,,犬熊観光協会 0770-54-3359(2021.4.1から0770-54-3136に変更),福井県小浜市犬熊,JR小浜駅から車で15分/舞鶴若狭自動車道小浜ICから車で約20分,,,,,あり,,,120,,有料,,,
1337,梅浦海水浴場（越前町）,うめうらかいすいよくじょう,"丹南,越前町",海水浴,35.952858,135.983356,16,https://www.fuku-e.com/spot/detail_1337.html,人工海水浴場で、毎年済みきった海を求める多くの海水浴客で賑わいます。【浜辺】コンクリート浜,https://www.fuku-e.com/lsc/upfile/spot/0000/1337/1337_2_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1337/1337_1_l.jpg,,,,,,,,,越前町観光連盟 0778-37-1234,福井県越前町梅浦,JR武生駅からかれい崎行き福鉄バス「長谷の間」下車すぐ/北陸自動車道敦賀ICから車で50分、鯖江ICから車で30分,,,無料,,あり,,http://www.town-echizen.jp/spot/spot02Detail.php?298,,,,"☑駐車場　防波堤横に駐車スペースあり
☑トイレ　あり
☑シャワー　あり
☑脱衣所　あり",,
1338,えびす浜パーク海水浴場,えびすはまぱーくかいすいよくじょう,"若狭路,高浜町",海水浴,35.493508,135.519653,16,https://www.fuku-e.com/spot/detail_1338.html,広い階段になっているので砂が少なくて休みやすいビーチです。磯遊びができる岩場があり、ほどよい広さのビーチなので、小さいお子様連れにもおすすめです。海水浴期間中のみ、砂浜全域でBBQが可能なのも魅力のひとつです。,https://www.fuku-e.com/lsc/upfile/spot/0000/1338/1338_2_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1338/1338_3_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1338/1338_4_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1338/1338_5_l.jpg,,,,,,,(一社)若狭高浜観光協会 0770-72-0338,福井県高浜町西三松(三松海水浴場西側をいう),JR三松(みつまつ)駅から徒歩15分/舞鶴若狭自動車道大飯高浜ICから車で20分,,,"■駐車料金
普通車:1,000円～/台
大型バス:5,000円～/台
※大型バスご利用の際は問い合わせ先までお問い合わせください",,,,https://wakasa-takahama.jp/spot/evishama-beach/,周辺の駐車場全部で約150台,,,"・海水浴場前の宿(ユアリゾート光泉)に夏期のみAEDが設置してあります。
・砂浜でのキャンプは禁止です。
・テントやタープは日没までに撤去してください。",,
1341,壁石浜海水浴場（越前町）,かぶしはまかいすいよくじょう,"丹南,越前町",海水浴,35.901047,135.997274,16,https://www.fuku-e.com/spot/detail_1341.html,出入り口がスロープになっていて、手すりもついているので、子供やお年寄りの方でも安全です。スキューバダイビングを楽しみたい人にはお勧めの海水浴場です。【浜辺】岩・砂利浜,https://www.fuku-e.com/lsc/upfile/spot/0000/1341/1341_2_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1341/1341_1_l.jpg,,,,,,,,,越前町観光連盟 0778-37-1234,福井県越前町米ノ,JR武生駅からかれい崎行き福鉄バス「南保育所前」下車すぐ/北陸自動車道敦賀ICから35分、鯖江ICから車で40分,,,無料,,あり,,http://www.town-echizen.jp/spot/spot02Detail.php?372,,,,"☑駐車場　あり
☑トイレ　あり
□シャワー　なし
□脱衣所　なし",,
1342,甲楽城海水浴場（南越前町）,かぶらきかいすいよくじょう,"丹南,南越前町","自然・公園,海水浴",35.843676,136.044783,16,https://www.fuku-e.com/spot/detail_1342.html,近くにはゆうばえ温泉あり。昼は自然に触れ、夜はゆうばえ温泉でゆっくり過ごすのはどうでしょう。遊具や芝生公園も備えた開放的な海水浴場です。,https://www.fuku-e.com/lsc/upfile/spot/0000/1342/1342_2_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1342/1342_1_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1342/1342_3_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1342/1342_4_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1342/1342_5_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1342/1342_7_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1342/1342_6_l.jpg,,,,"南越前町河野観光協会 0778-48-2240
南越前町河野事務所 0778-48-2111",福井県南越前町甲楽城,ハピライン武生駅から桜橋経由かれい崎行きバス「ゆうばえ前」下車徒歩1分/北陸自動車道敦賀ICから車で30分,,,,,,,"https://www.minamiechizen.com/spot/19237/,https://kouno-fukui.jp/",,,,,,
1343,久々子海水浴場,くぐしかいすいよくじょう,"若狭路,美浜町",海水浴,35.609187,135.920334,16,https://www.fuku-e.com/spot/detail_1343.html,美浜で最も歴史のある海水浴場で、各種レジャーの起点でもあります。ホテルから旅館、民宿まで宿泊施設も豊富。ファミリーに人気の海水浴場です。閉鎖等の情報については「美浜海水浴場一覧」にてご確認ください。https://wakasa-mihama.jp/beach/,https://www.fuku-e.com/lsc/upfile/spot/0000/1343/1343_1_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1343/1343_2_l.jpg,https://www.fuku-e.com/lsc/upfile/spot/0000/1343/1343_3_l.jpg,,,,,,,,"(一社)若狭美浜観光協会
0770-32-0222",福井県美浜町久々子,"JR美浜駅から乗り合い送迎サービスチョイソコみはま「久々子西」下車
舞鶴若狭自動車道若狭美浜ICより車で約20分",,,無料,,,,https://wakasa-mihama.jp/beach/,,,,,,
1345,くりや大浜海水浴場（越前町）,くりやおおはまかいすいよくじょう,"丹南,越前町",海水浴,35.926387,135.998148,16,https://www.fuku-e.com/spot/detail_1345.html,民家に隠れて国道からは見えにくい、ちょっぴり穴場の海水浴場です。近くには雄大な日本海を眼下に眺めながら温泉に入れる、露天風呂「漁火」があります。つるつるしたお湯に浸かれば、心も体もリフレッシュできます。【浜辺】砂利浜,https://www.fuku-e.com/lsc/upfile/spot/0000/1345/1345_2_l.jpg,,,,,,,,,,越前町観光連盟 0778-37-1234,福井県越前町厨,JR武生駅からかれい崎行き福鉄バス「大浜海水浴場」下車すぐ/北陸自動車道敦賀ICから車で50分、鯖江ICから車で40分,,,無料,,,,http://www.town-echizen.jp/spot/spot02Detail.php?320,,,,"□駐車場　専用なし
☑トイレ　仮設あり
□シャワー　なし
□脱衣所　なし",,
